name,location,specialty,facility_type,place_id,latitude,longitude,vicinity,rating,reviews,is_open_now,opening_hours,phone_number,website,emergency_facility,response_probability,distance_from_center,has_phone,has_website,collected_at,quality_score,is_highly_rated
Dr. Sharad Kamble General Physician in Pune,"Siddhi Hospital, Pune - Satara Rd, near Kushabo hotel And Dhankawde Patil Township, Balaji Nagar, Pune, Satara, Maharashtra 412801, India",General Practice,doctor,ChIJx-lhHd5ZwjsRH3vdgC7MGG8,18.1190362,73.98721259999999,"Siddhi Hospital, Pune - Satara Rd, near Kushabo hotel And Dhankawde Patil Township, Balaji Nagar, Pune, Satara, Maharashtra 412801, India",5.0,1,False,"['Monday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:00\u202fPM', 'Sunday: Closed']",,https://drsharadbkamble.getmy.clinic/?utm_source=gmb&utm_medium=web&utm_campaign=tu,True,0.55,4605.164900475771,0,1,2026-04-07T23:26:37.275850,100.1,1
Hospital,"4XXF+V8M, Service Rd, Shirwal, Maharashtra 412801, India",General,establishment,ChIJSeN2ldP3wjsRUJlL4q5gl0M,18.1497145,73.9732942,"4XXF+V8M, Service Rd, Shirwal, Maharashtra 412801, India",5.0,1,False,[],,,True,0.5,4972.505340791798,0,0,2026-04-07T23:26:39.695925,100.1,1
Joshi Clinic For Women,"Phase 1, Ganga Dham, Pune, Maharashtra 411037, India",General,establishment,ChIJ38-qaJzqwjsR1fsoUUtk9eI,18.4805168,73.873492,"Phase 1, Ganga Dham, Pune, Maharashtra 411037, India",5.0,1,False,[],099218 34834,,True,0.6,3504.005054464152,1,0,2026-04-07T23:26:16.772538,100.1,1
Maharashtra Hospital,"New Modikhana, Pune, Maharashtra 411001, India",General,establishment,ChIJmWMGlzfAwjsR2E8SV-DQt6I,18.506764,73.8785244,"New Modikhana, Pune, Maharashtra 411001, India",5.0,1,False,[],,,True,0.5,2755.798757357132,0,0,2026-04-07T23:25:56.200336,100.1,1
Siddhivinayak Multi Speciality Hospital,"No. 3, Katraj - Kondhwa Rd, गणेश पेठ, Rajas Society, Kondhwa Budruk, Pune, Maharashtra 411046, India",General,establishment,ChIJ0xqhKO_qwjsRu4GikoEM8lU,18.449792,73.8741684,"No. 3, Katraj - Kondhwa Rd, गणेश पेठ, Rajas Society, Kondhwa Budruk, Pune, Maharashtra 411046, India",5.0,1,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",080 4805 2901,https://www.siddhivinayakmultispecialityvelu.com/,True,0.85,8064.476495063142,1,1,2026-04-07T23:25:59.819013,100.1,1
Siddhivinayak multispeciality hospital,"At.Post Velu, Pune Satara Road Behind Central Bank, Taluka Bhor, Velu, Moh tarf shirwal, Maharashtra 412801, India",General,establishment,ChIJ_av3HMdZwjsRcWVUZQdwNAw,18.1190444,73.987209,"At.Post Velu, Pune Satara Road Behind Central Bank, Taluka Bhor, Velu, Moh tarf shirwal, Maharashtra 412801, India",5.0,1,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,,True,0.7,4604.857057620144,0,0,2026-04-07T23:26:37.034018,100.1,1
"Venkatesh Clinic, Nilesh Complex","629/2, Late Laxman Daduji Bibwe Rd, Bibwewadi, Pune, Maharashtra 411037, India",General,establishment,ChIJxQ4E-ZfqwjsR5CGouSIGGjo,18.47284,73.865954,"629/2, Late Laxman Daduji Bibwe Rd, Bibwewadi, Pune, Maharashtra 411037, India",5.0,1,False,"['Monday: 9:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",020 2422 2826,,True,0.6,2337.5337468707307,1,0,2026-04-07T23:26:14.835137,100.1,1
Vaibhavi Hospital,"Chintamani Plaza, Solapur - Pune Hwy, opp. Akashwani Kendra, Gajanan Colony, Utkarsh Nagar, Hadapsar, Pune, Maharashtra 411028, India",General,establishment,ChIJX1jfmQXCwjsRoLr4B87NGh4,18.4994647,73.9468838,"Chintamani Plaza, Solapur - Pune Hwy, opp. Akashwani Kendra, Gajanan Colony, Utkarsh Nagar, Hadapsar, Pune, Maharashtra 411028, India",3.6,281,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",020 2699 5993,,True,0.7999999999999999,9790.01399465104,1,0,2026-04-07T23:26:03.904295,100.1,0
CHIRAYU CHILDREN'S HOSPITAL,"301, Datta Mandir Rd, Shankar Kalat Nagar, Wakad, Pimpri-Chinchwad, Maharashtra 411057, India",General Practice,doctor,ChIJQTP_6m65wjsRfpTCa86s9wg,18.5981572,73.7640329,"301, Datta Mandir Rd, Shankar Kalat Nagar, Wakad, Pimpri-Chinchwad, Maharashtra 411057, India",3.3,339,False,[],083800 55444,,True,0.6,13045.1317627221,1,0,2026-04-07T23:26:04.552726,99.9,0
Patil Speciality Hospital,"Jadhav Building, Palashi road, behind Akash Automobile, Tal, Khandala, Shirwal, Maharashtra 412801, India",General Practice,doctor,ChIJv6sMGEH3wjsRkBGD9lnTOP0,18.1418474,73.9768897,"Jadhav Building, Palashi road, behind Akash Automobile, Tal, Khandala, Shirwal, Maharashtra 412801, India",4.9,18,False,"['Monday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20098:00\u202fPM']",092705 83143,,True,0.6,4600.790488405859,1,0,2026-04-07T23:26:36.924013,99.8,1
BISMR Global Healthcare Multispeciality Hospital,"Super Bus Depo, nr. Uppar, Upper Indira Nagar, Bibwewadi, Pune, Maharashtra 411046, India",General,establishment,ChIJZY4jjWDrwjsRtkXrnyZ6tOQ,18.4603338,73.87154509999999,"Super Bus Depo, nr. Uppar, Upper Indira Nagar, Bibwewadi, Pune, Maharashtra 411046, India",4.7,53,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,https://www.instagram.com/bismr_global_hospital?igsh=MXZ1N2hoeXV5djRxdA==,True,0.75,6860.068779238372,0,1,2026-04-07T23:25:57.921391,99.3,1
ESIC Hospital,"Survey No. 689 - 690, Panchdeep Bhavan, Vasant Baug, Prem Nagar, Bibwewadi, Pune, Maharashtra 411037, India",General,establishment,ChIJ8YiQCB7AwjsRnyNReFIai4U,18.4848333,73.86051140000001,"Survey No. 689 - 690, Panchdeep Bhavan, Vasant Baug, Prem Nagar, Bibwewadi, Pune, Maharashtra 411037, India",3.6,266,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",1800 11 2526,https://www.esic.nic.in/,True,0.85,3975.205301537693,1,1,2026-04-07T23:26:00.682592,98.6,0
Dhanwantari General & Pediatric Hospital,"Main chauk, near Savta mali mandir, Jadhav Wadi, Chikhali, Pune, Pimpri-Chinchwad, Maharashtra 411062, India",General,establishment,ChIJudFt6XC3wjsRuiwFx4i32s8,18.6690386,73.8246257,"Main chauk, near Savta mali mandir, Jadhav Wadi, Chikhali, Pune, Pimpri-Chinchwad, Maharashtra 411062, India",4.7,28,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",084858 18004,https://dgph.in/,True,0.85,23683.276773682264,1,1,2026-04-07T23:26:19.596027,96.8,1
Sai Clinic. साई क्लिनिक,"Pune- Bangalore, Bus stand, highway service road, near shirwal, Shirwal, Maharashtra 412801, India",General,establishment,ChIJE1_7p7L3wjsRo9ptmEK_KzY,18.1475082,73.975383,"Pune- Bangalore, Bus stand, highway service road, near shirwal, Shirwal, Maharashtra 412801, India",4.8,4,False,"['Monday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20098:00\u202fPM']",,,True,0.5,4738.143752104463,0,0,2026-04-07T23:26:38.354800,96.4,1
Varad Vinayak Eye hospital,"Noorjahan complex, near NH4, Shirwal, Maharashtra 412801, India",General,establishment,ChIJF7vub7L3wjsRsTVK6yBdScQ,18.1472649,73.9748518,"Noorjahan complex, near NH4, Shirwal, Maharashtra 412801, India",4.8,4,False,"['Monday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 5:00\u2009–\u20097:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 5:00\u2009–\u20097:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 5:00\u2009–\u20097:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 5:00\u2009–\u20097:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 5:00\u2009–\u20097:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 5:00\u2009–\u20097:30\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 5:00\u2009–\u20097:30\u202fPM']",088050 70709,,True,0.6,4793.438308298816,1,0,2026-04-07T23:26:38.977295,96.4,1
Miracle Multispeciality Hospital,"Katraj - Kondhwa Rd, behind SBI, Gokul Nagar, Anand Tirth Nagar, Kondhwa Budruk, Pune, Maharashtra 411048, India",General,establishment,ChIJnZwd0DfrwjsRq8uS5iY40Fw,18.4508001,73.8754297,"Katraj - Kondhwa Rd, behind SBI, Gokul Nagar, Anand Tirth Nagar, Kondhwa Budruk, Pune, Maharashtra 411048, India",4.5,61,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",077900 90021,http://www.miraclehospitalpune.com/,True,0.85,7987.234007817176,1,1,2026-04-07T23:25:59.151414,96.1,1
Shaishav Childrens hospital and research center pvt ltd,"Laxmi Rd, opp. Vijay Talkies, Sadashiv Peth, Pune, Maharashtra 411030, India",General Practice,doctor,ChIJUSw2M3HAwjsRCNtzcbRMAfQ,18.5138061,73.8477028,"Laxmi Rd, opp. Vijay Talkies, Sadashiv Peth, Pune, Maharashtra 411030, India",4.1,138,False,"['Monday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20098:30\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20098:30\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20098:30\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20098:30\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20092:30\u202fPM', 'Sunday: Closed']",020 2445 7234,http://www.shaishavclinic.com/,True,0.65,1198.9700345174158,1,1,2026-04-07T23:26:03.173432,95.8,0
jivraj hospital,"KK market signal, Pune - Satara Rd, near Konark Vihar, Punyai Nagar, Panchod, Dhankawadi, Pune, Maharashtra 411043, India",General,establishment,ChIJlfm-wLvqwjsRUrZOxLDIsc8,18.4679837,73.85801590000001,"KK market signal, Pune - Satara Rd, near Konark Vihar, Punyai Nagar, Panchod, Dhankawadi, Pune, Maharashtra 411043, India",4.7,15,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",020 2436 0255,https://www.aboutmyclinic.com/jivrajclinic,True,0.85,5830.078273670992,1,1,2026-04-07T23:26:04.112125,95.5,1
Health Care Polyclinic,"Khandoba Mandir Rd, Sukhsagar Nagar, Katraj, Pune, Maharashtra 411046, India",General,establishment,ChIJSdPeuffrwjsRhmLam6fnGaQ,18.4533469,73.87335039999999,"Khandoba Mandir Rd, Sukhsagar Nagar, Katraj, Pune, Maharashtra 411046, India",4.7,14,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: 9:00\u202fAM\u2009–\u20095:00\u202fPM']",081492 99348,,True,0.7999999999999999,7659.93391809416,1,0,2026-04-07T23:26:00.326926,95.4,1
Bharat Ratna Late Rajeev Gandhi Hospital | Pune Municipal Corporation,"Deccan College Rd, Nawanagar, Salwe Nagar, Yerawada, Pune, Maharashtra 411006, India",General,establishment,ChIJV-n3ZePAwjsROJwWctfGQnA,18.5455505,73.88379050000002,"Deccan College Rd, Nawanagar, Salwe Nagar, Yerawada, Pune, Maharashtra 411006, India",3.9,170,False,"['Monday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 1:30\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 1:30\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 1:30\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 1:30\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 1:30\u2009–\u20095:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']",,,True,0.5,3997.296343410884,0,0,2026-04-07T23:26:01.341590,95.0,0
"Padalkar Multispeciality Hospital - Multispeciality Hospital in Dattanagar, Pune","Bhadle empire, near HDFC Bank, Dattanagar, Pune, Maharashtra 411046, India",General,establishment,ChIJtaMi65LrwjsRllDXIHMRCPs,18.4493466,73.8478018,"Bhadle empire, near HDFC Bank, Dattanagar, Pune, Maharashtra 411046, India",4.1,128,False,"['Monday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u200910:00\u202fPM']",,https://www.padalkarmultispecialityhospital.com/,True,0.55,7956.309260590257,0,1,2026-04-07T23:26:02.607871,94.8,0
Dhanvantari Hospital धन्वंतरी हॉस्पिटल,"4XRH+4FX, Service Rd, Shirwal, Maharashtra 412801, India",General,establishment,ChIJ42B9YgD3wjsRoFp-9NOTDdA,18.1404304,73.9787398,"4XRH+4FX, Service Rd, Shirwal, Maharashtra 412801, India",4.7,3,False,"['Monday: 9:09\u202fAM\u2009–\u200912:09\u202fPM', 'Tuesday: 9:09\u202fAM\u2009–\u200912:09\u202fPM', 'Wednesday: 9:09\u202fAM\u2009–\u200912:09\u202fPM', 'Thursday: 9:09\u202fAM\u2009–\u200912:09\u202fPM', 'Friday: 9:09\u202fAM\u2009–\u200912:09\u202fPM', 'Saturday: 9:09\u202fAM\u2009–\u200912:09\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20091:00\u202fPM']",,,True,0.5,4426.078438388819,0,0,2026-04-07T23:26:35.484993,94.3,1
Shwas Multispeciality Hospital,"CRWP+CXV, Shiv Goraksh Ashram Marg, next to Sun Bright School, Tukaram Nagar, Ambegaon Budruk, Pune, Maharashtra 411046, India",General,establishment,ChIJlav1DWqVwjsRB3QbGBVYU6c,18.4467929,73.83743199999999,"CRWP+CXV, Shiv Goraksh Ashram Marg, next to Sun Bright School, Tukaram Nagar, Ambegaon Budruk, Pune, Maharashtra 411046, India",4.4,63,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",093736 99122,,True,0.7999999999999999,8433.199473110815,1,0,2026-04-07T23:26:02.712046,94.3,0
Gurukrupa Spine Clinic,"2nd floor, Devgiri, Sinhgad Rd, Above The Raymond Shop, Corner of Dattawadi, Sarita Vihar, Dattawadi, Pune, Maharashtra 411030, India",General,establishment,ChIJfzUXF_e_wjsRAMTGj5fJh3s,18.4956621,73.8375051,"2nd floor, Devgiri, Sinhgad Rd, Above The Raymond Shop, Corner of Dattawadi, Sarita Vihar, Dattawadi, Pune, Maharashtra 411030, India",4.5,35,False,"['Monday: 5:30\u2009–\u20098:00\u202fPM', 'Tuesday: 5:30\u2009–\u20098:00\u202fPM', 'Wednesday: 5:30\u2009–\u20098:00\u202fPM', 'Thursday: 5:30\u2009–\u20098:00\u202fPM', 'Friday: 5:30\u2009–\u20098:00\u202fPM', 'Saturday: 5:30\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",086682 41591,,True,0.6,3415.11644500552,1,0,2026-04-07T23:25:56.577754,93.5,1
Sahara Hospital,"Yash Plaza, Narveer Tanaji Malusare Rd, above Jupiter Pharma, Dandekar Pool, Municipal Colony, Pune, Maharashtra 411030, India",General,establishment,ChIJ____DwzAwjsRypH3vVcB2jI,18.5008707,73.8457372,"Yash Plaza, Narveer Tanaji Malusare Rd, above Jupiter Pharma, Dandekar Pool, Municipal Colony, Pune, Maharashtra 411030, India",4.4,55,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",099603 99949,,True,0.7999999999999999,2460.0550541254183,1,0,2026-04-07T23:25:53.127351,93.5,0
Shivshankar Pote Hospital,"FVG4+JC3, Vivek Society, Sahakar Nagar, Govardhan Society, Parvati Paytha, Pune, Maharashtra 411009, India",General,establishment,ChIJrQDWt6XqwjsROdMxyx5omgc,18.4765237,73.8560344,"FVG4+JC3, Vivek Society, Sahakar Nagar, Govardhan Society, Parvati Paytha, Pune, Maharashtra 411009, India",4.3,75,False,"['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20098:00\u202fPM']",,,True,0.5,4879.326795657287,0,0,2026-04-07T23:26:01.460307,93.5,0
Deshmukh clinic,"4XXG+872, Shahaji Chowk, near Kamla Mehta Eye Hospital, Shirwal, Maharashtra 412801, India",General,establishment,ChIJ0z0WY-r3wjsRAs6w3B4cFlc,18.1482625,73.97564059999999,"4XXG+872, Shahaji Chowk, near Kamla Mehta Eye Hospital, Shirwal, Maharashtra 412801, India",4.6,14,False,"['Monday: 9:30\u202fAM\u2009–\u20097:30\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20097:30\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20091:00\u202fPM']",,,True,0.5,4714.462634898507,0,0,2026-04-07T23:26:38.121749,93.4,1
Shri Seva Maternity Home and Children Hospital,"Yash Raj Bhar Pune Saswad Road Near HP petrol pump opp. to Jenseva bank, Phursungi, Bhekrai Nagar, Hadapsar, Pune, Maharashtra 412308, India",General,establishment,ChIJBe_iGebpwjsRUPhRvHFN2ig,18.4821229,73.9542887,"Yash Raj Bhar Pune Saswad Road Near HP petrol pump opp. to Jenseva bank, Phursungi, Bhekrai Nagar, Hadapsar, Pune, Maharashtra 412308, India",4.3,74,False,"['Monday: 10:00\u202fAM\u2009–\u20091:30\u202fPM, 6:00\u2009–\u20099:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20091:30\u202fPM, 6:00\u2009–\u20099:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20091:30\u202fPM, 6:00\u2009–\u20099:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20091:30\u202fPM, 6:00\u2009–\u20099:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20091:30\u202fPM, 6:00\u2009–\u20099:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20091:30\u202fPM, 6:00\u2009–\u20099:30\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u200912:00\u202fPM']",097662 34017,,True,0.6,11135.999028130238,1,0,2026-04-07T23:26:03.320694,93.4,0
Shivprasad Hospital,"Shop No, 1Swami, Santosh Samarth, Krishna Road, Santosh Nagar, Katraj, Pune, Maharashtra 411046, India",General,establishment,ChIJT8MEuNvqwjsRkeFzA9oV618,18.4449817,73.85737519999999,"Shop No, 1Swami, Santosh Samarth, Krishna Road, Santosh Nagar, Katraj, Pune, Maharashtra 411046, India",4.6,11,False,"['Monday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u200911:00\u202fPM']",099416 97777,,True,0.6,8386.434634743617,1,0,2026-04-07T23:25:58.580231,93.1,1
N. M. Wadia Heart Hospital,"32, Sasoon Rd, Central Excise Colony, Sangamvadi, Pune, Maharashtra 411001, India",General,establishment,ChIJJVOVSW3AwjsRp8A9crVZNKI,18.5307479,73.8770237,"32, Sasoon Rd, Central Excise Colony, Sangamvadi, Pune, Maharashtra 411001, India",3.9,147,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",020 6763 6400,https://www.nmwcardiology.org/?utm_source=google&utm_medium=gmb,True,0.85,2432.1808242775537,1,1,2026-04-07T23:26:05.344430,92.7,0
"N M Wadia Hospital, Shukrawar Peth","283, Dinkarrav Javalkar Rd, Sathe Colony, Shukrawar Peth, Pune, Maharashtra 411002, India",General,establishment,ChIJG2WGSm3AwjsRJqHQXkYKhW4,18.5068674,73.854923,"283, Dinkarrav Javalkar Rd, Sathe Colony, Shukrawar Peth, Pune, Maharashtra 411002, India",4.5,21,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,,True,0.7,1074.5426018268693,0,0,2026-04-07T23:26:27.817656,92.1,1
Dr. Prasad Bapat - Om Ayurvedic Clinic Manikbaug branch,"Narveer Tanaji Malusare Rd, Manik Baug, Anand Nagar, Pune, Maharashtra 411051, India",General Practice,doctor,ChIJYWXFp2XAwjsRch_SUt5rRt4,18.4749414,73.822197,"Narveer Tanaji Malusare Rd, Manik Baug, Anand Nagar, Pune, Maharashtra 411051, India",4.3,60,False,"['Monday: 11:00\u202fAM\u2009–\u20091:00\u202fPM, 7:00\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20091:00\u202fPM, 7:00\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20091:00\u202fPM, 7:00\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20091:00\u202fPM, 7:00\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20091:00\u202fPM, 7:00\u2009–\u20099:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20091:00\u202fPM, 7:00\u2009–\u20099:00\u202fPM', 'Sunday: Closed']",070588 50478,https://www.omayurvedicclinic.com/,True,0.65,3586.364364406189,1,1,2026-04-07T23:26:16.426240,92.0,0
Shree Samarth Hospital,"No. 227, Omkar Apartments, GV98+989, Vitthalrao Kangle Rd, Karande Chowk near SBI ATM, Rasta Peth, Pune, Maharashtra 411002, India",General,establishment,ChIJKZeQq0LAwjsRCpFRnEkWy4M,18.5183007,73.8658772,"No. 227, Omkar Apartments, GV98+989, Vitthalrao Kangle Rd, Karande Chowk near SBI ATM, Rasta Peth, Pune, Maharashtra 411002, India",4.2,77,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",080 4806 8929,https://www.shreesamarthhospital.co.in/,True,0.85,995.3739516703672,1,1,2026-04-07T23:25:53.376524,91.7,0
